-8.106321841478347778e-02,3.227531909942626953e-02,7.360522150993347168e-01,1.014055031534291836e-02,1.928695462777511860e-03,-6.531151149063235684e-01,7.571882830934546504e-01,4.733302593231201172e-01,-2.968580275774002075e-02,6.776489019393920898e-01,-2.427247762680053711e-01,-2.040603309869766235e-01,9.220226109027862549e-02,1.613496989011764526e-01,-1.522460766136646271e-02,-6.770684123039245605e-01,1.933580935001373291e-01,3.053468167781829834e-01,-8.520895242691040039e-02,-5.640195012092590332e-01,-7.864391058683395386e-02,1.458426356315612793e+00,2.104381471872329712e-01,9.034743905067443848e-02,0.000000000000000000e+00,-2.224255800247192383e-01,-1.247545242309570312e+00,1.203491240739822388e-01,-8.607119321823120117e-01,0.000000000000000000e+00
-7.676548510789871216e-02,2.256201207637786865e-02,7.364948987960815430e-01,9.283650408933931050e-03,4.774480134808872615e-03,-6.524755362590036745e-01,7.577378786612509742e-01,4.728950262069702148e-01,-3.046729229390621185e-02,6.815439462661743164e-01,-2.471822351217269897e-01,-2.121293097734451294e-01,9.375248849391937256e-02,1.592910587787628174e-01,-7.529582362622022629e-03,-6.743413209915161133e-01,2.146399468183517456e-01,3.019810616970062256e-01,-9.257461130619049072e-02,-5.616540312767028809e-01,-8.636148273944854736e-02,1.453165173530578613e+00,2.025689780712127686e-01,8.433698862791061401e-02,0.000000000000000000e+00,-2.350388765335083008e-01,-1.250187754631042480e+00,1.211471557617187500e-01,-8.719036579132080078e-01,0.000000000000000000e+00
-7.229954004287719727e-02,1.267997920513153076e-02,7.365726232528686523e-01,9.219882814302795757e-03,8.339139680408268543e-03,-6.519821619756653863e-01,7.581323848615216798e-01,4.715547859668731689e-01,-3.018171712756156921e-02,6.859188079833984375e-01,-2.533568441867828369e-01,-2.158102691173553467e-01,9.553122520446777344e-02,1.564707309007644653e-01,1.090913894586265087e-03,-6.711639761924743652e-01,2.377451360225677490e-01,2.982438802719116211e-01,-1.004875227808952332e-01,-5.581635236740112305e-01,-9.432516247034072876e-02,1.448028206825256348e+00,1.940575838088989258e-01,7.851334661245346069e-02,0.000000000000000000e+00,-2.482887804508209229e-01,-1.253847360610961914e+00,1.223166733980178833e-01,-8.833982348442077637e-01,0.000000000000000000e+00
-6.477980315685272217e-02,-3.432050347328186035e-03,7.362442016601562500e-01,1.149595410540437714e-02,1.168084664646796764e-02,-6.517226302504561808e-01,7.582803004695923832e-01,4.667058289051055908e-01,-2.825739979743957520e-02,6.901628375053405762e-01,-2.635451257228851318e-01,-2.164987772703170776e-01,9.694255143404006958e-02,1.543260812759399414e-01,1.222147513180971146e-02,-6.668725609779357910e-01,2.658704519271850586e-01,2.934227883815765381e-01,-1.097731739282608032e-01,-5.534886717796325684e-01,-1.022054105997085571e-01,1.443402051925659180e+00,1.844238340854644775e-01,7.266744971275329590e-02,0.000000000000000000e+00,-2.607352435588836670e-01,-1.258000969886779785e+00,1.233954057097434998e-01,-8.927446007728576660e-01,0.000000000000000000e+00
-5.940267816185951233e-02,-1.485823094844818115e-02,7.363187670707702637e-01,1.147888391914371822e-02,1.459854704037382399e-02,-6.521775937711883353e-01,7.578387056828804758e-01,4.632900655269622803e-01,-2.674228325486183167e-02,6.951539516448974609e-01,-2.730240225791931152e-01,-2.148486673831939697e-01,9.825777262449264526e-02,1.484091281890869141e-01,2.634098567068576813e-02,-6.611010432243347168e-01,2.985310256481170654e-01,2.869957387447357178e-01,-1.201706230640411377e-01,-5.479599237442016602e-01,-1.092018708586692810e-01,1.439819097518920898e+00,1.733539700508117676e-01,6.759146600961685181e-02,0.000000000000000000e+00,-2.693555951118469238e-01,-1.265434384346008301e+00,1.263824999332427979e-01,-8.979283571243286133e-01,0.000000000000000000e+00
-5.372653529047966003e-02,-2.679963409900665283e-02,7.371213436126708984e-01,1.122839789436391733e-02,1.733469440493869140e-02,-6.525456465928927141e-01,7.574678940808494687e-01,4.592239856719970703e-01,-2.611771412193775177e-02,6.987436413764953613e-01,-2.830590009689331055e-01,-2.141013741493225098e-01,9.938420355319976807e-02,1.392908245325088501e-01,4.275047034025192261e-02,-6.517392396926879883e-01,3.375318050384521484e-01,2.759005427360534668e-01,-1.319980621337890625e-01,-5.394392609596252441e-01,-1.147001385688781738e-01,1.437577962875366211e+00,1.606547087430953979e-01,6.358687579631805420e-02,0.000000000000000000e+00,-2.774049639701843262e-01,-1.273411989212036133e+00,1.290772408246994019e-01,-8.998637795448303223e-01,0.000000000000000000e+00
-4.437417909502983093e-02,-4.527748376131057739e-02,7.393541932106018066e-01,1.422398703222379872e-02,1.950394881130497818e-02,-6.516235706396055205e-01,7.581582924169358861e-01,4.531657099723815918e-01,-2.089946530759334564e-02,7.022627592086791992e-01,-2.967414259910583496e-01,-2.127740234136581421e-01,9.999363869428634644e-02,1.292262524366378784e-01,6.499460339546203613e-02,-6.388274431228637695e-01,3.852566182613372803e-01,2.596509456634521484e-01,-1.451863646507263184e-01,-5.275343656539916992e-01,-1.178862378001213074e-01,1.436794042587280273e+00,1.464003473520278931e-01,6.115879863500595093e-02,0.000000000000000000e+00,-2.809918522834777832e-01,-1.283144474029541016e+00,1.331228762865066528e-01,-8.947158455848693848e-01,0.000000000000000000e+00
-3.772716224193572998e-02,-5.763101577758789062e-02,7.426606416702270508e-01,1.422969369819169876e-02,2.098284045097060721e-02,-6.494481030274589228e-01,7.599831561935436186e-01,4.502048492431640625e-01,-1.302224025130271912e-02,7.031993269920349121e-01,-3.091765940189361572e-01,-2.142792493104934692e-01,9.981834888458251953e-02,1.152687892317771912e-01,8.764530718326568604e-02,-6.206959486007690430e-01,4.406574368476867676e-01,2.366974800825119019e-01,-1.590431183576583862e-01,-5.107799768447875977e-01,-1.179674193263053894e-01,1.437379837036132812e+00,1.302000135183334351e-01,6.048829853534698486e-02,0.000000000000000000e+00,-2.819395661354064941e-01,-1.291362881660461426e+00,1.358264982700347900e-01,-8.845569491386413574e-01,0.000000000000000000e+00
-2.748869173228740692e-02,-7.595387846231460571e-02,7.432639002799987793e-01,1.750841553323817176e-02,2.073838666200699885e-02,-6.428151727088790013e-01,7.655403506278599668e-01,4.413422048091888428e-01,-2.127503976225852966e-03,7.024504542350769043e-01,-3.248695433139801025e-01,-2.198430001735687256e-01,1.003576368093490601e-01,1.003924831748008728e-01,1.130290105938911438e-01,-5.961463451385498047e-01,5.040646791458129883e-01,2.086792886257171631e-01,-1.734115034341812134e-01,-4.906455576419830322e-01,-1.144593879580497742e-01,1.439028143882751465e+00,1.139798462390899658e-01,6.231320276856422424e-02,0.000000000000000000e+00,-2.778166532516479492e-01,-1.297391295433044434e+00,1.386773884296417236e-01,-8.640650510787963867e-01,0.000000000000000000e+00
-2.081036008894443512e-02,-8.795411884784698486e-02,7.456741333007812500e-01,1.538848123145407538e-02,2.051108434271566028e-02,-6.369689591122578154e-01,7.704628707419469702e-01,4.305753707885742188e-01,6.207969505339860916e-03,7.007776498794555664e-01,-3.385460674762725830e-01,-2.279845923185348511e-01,9.972186386585235596e-02,8.142341673374176025e-02,1.343921124935150146e-01,-5.645043253898620605e-01,5.742291808128356934e-01,1.780541539192199707e-01,-1.875141561031341553e-01,-4.733854532241821289e-01,-1.075718179345130920e-01,1.441346406936645508e+00,9.403087943792343140e-02,6.614387035369873047e-02,0.000000000000000000e+00,-2.750685214996337891e-01,-1.302206277847290039e+00,1.400523036718368530e-01,-8.374976515769958496e-01,0.000000000000000000e+00
-1.382870413362979889e-02,-1.003287658095359802e-01,7.464143037796020508e-01,1.211505045299910745e-02,1.970517413686439026e-02,-6.319308930719710338e-01,7.746794679388490090e-01,4.142276644706726074e-01,1.015357021242380142e-02,6.970449090003967285e-01,-3.493266403675079346e-01,-2.391463369131088257e-01,1.005437821149826050e-01,5.821503326296806335e-02,1.524783074855804443e-01,-5.257936120033264160e-01,6.489339470863342285e-01,1.474292725324630737e-01,-2.008455991744995117e-01,-4.584504663944244385e-01,-9.759581834077835083e-02,1.444147825241088867e+00,7.458080351352691650e-02,7.225272059440612793e-02,0.000000000000000000e+00,-2.686309516429901123e-01,-1.307343244552612305e+00,1.432878226041793823e-01,-8.028122186660766602e-01,0.000000000000000000e+00
-3.657603170722723007e-03,-1.179916784167289734e-01,7.429860234260559082e-01,1.009701812057672843e-02,1.692371938329817818e-02,-6.259127647323766697e-01,7.796440526883923194e-01,3.919475078582763672e-01,1.352952979505062103e-02,6.924879550933837891e-01,-3.593034744262695312e-01,-2.515973150730133057e-01,1.013560295104980469e-01,3.077816776931285858e-02,1.650101840496063232e-01,-4.815086424350738525e-01,7.258988618850708008e-01,1.186602190136909485e-01,-2.129960954189300537e-01,-4.429019987583160400e-01,-8.506693691015243530e-02,1.447354674339294434e+00,5.376955121755599976e-02,8.048254996538162231e-02,0.000000000000000000e+00,-2.573801577091217041e-01,-1.313672184944152832e+00,1.473952978849411011e-01,-7.603762149810791016e-01,0.000000000000000000e+00
3.140480257570743561e-03,-1.293286085128784180e-01,7.430197596549987793e-01,5.803864220362453703e-03,1.613876757813166932e-02,-6.234410268033154789e-01,7.816822509431810007e-01,3.701986670494079590e-01,1.802079379558563232e-02,6.860764026641845703e-01,-3.642747700214385986e-01,-2.607854902744293213e-01,1.016390025615692139e-01,-8.747772662900388241e-04,1.737015843391418457e-01,-4.333265125751495361e-01,8.012936115264892578e-01,9.411459416151046753e-02,-2.237119674682617188e-01,-4.294613599777221680e-01,-7.102324068546295166e-02,1.450869441032409668e+00,3.241167962551116943e-02,9.025090187788009644e-02,0.000000000000000000e+00,-2.478612214326858521e-01,-1.323070287704467773e+00,1.545571088790893555e-01,-7.185316681861877441e-01,0.000000000000000000e+00
